Timestep;Date;Time;Year;Month;Day;Hour;Onshore_DE_south;Onshore_DE_mid;Onshore_DE_north;Onshore_DK_south;Onshore_DK_north;Offshore_DE;Offshore_DK;PV_DE;PV_DK;Total_load_DE;Total_load_DK;Wind_gen_DE;PV_gen_DE;Wind_gen_DK;PV_gen_DK;RES_gen_DE;RES_gen_DK;Residual_load_DE;Residual_load_DK
4953;26/07/2015;8:00;2015;7;26;8;0.0118363152994515;0.0883620980200861;0.401302131278021;0.471099914543567;0.478147645758175;0.40058;0.78438;0.414713923969133;0.334460785123967;47404;3252.68;12670;17590;4069.8;222.42;30260;4292.22;17144;-1039.54
4954;26/07/2015;9:00;2015;7;26;9;0.0154578075981136;0.0746237400286944;0.363134974358974;0.463406338151905;0.485852222739439;0.35022;0.76965;0.485949017659665;0.405771635493693;48960;3275.9;11353;20360;4168;259.31;31713;4427.31;17247;-1151.41
4955;26/07/2015;10:00;2015;7;26;10;0.021488466816443;0.0738671724533716;0.32564556082817;0.453566220349812;0.491539081810776;0.29405;0.74068;0.511265032517869;0.408105663331883;48861;3269.05;9961;21774;4150;288.6;31735;4438.6;17126;-1169.55
4956;26/07/2015;11:00;2015;7;26;11;0.0211905533628838;0.0694373872022956;0.286053733615435;0.43835376048239;0.489645779122542;0.23066;0.68909;0.522055887274316;0.457648464549804;46830;3223.79;8849;21656;4086.6;306.05;30505;4392.65;16325;-1168.86
4957;26/07/2015;12:00;2015;7;26;12;0.0237161630942984;0.061344966312769;0.243539115006801;0.415007112051753;0.48369536483184;0.18188;0.61644;0.4981820868943;0.430125585036973;45529;3162.04;7645;20516;3937.7;293.26;28161;4230.96;17368;-1068.92
4958;26/07/2015;13:00;2015;7;26;13;0.0324710877001235;0.0597442512482066;0.192638721038403;0.384632072917499;0.470019321540789;0.13707;0.5377;0.451464639332976;0.374227794693345;44573;3157.83;6132;17984;3636.4;283.66;24116;3920.06;20457;-762.23
4959;26/07/2015;14:00;2015;7;26;14;0.0420589313255207;0.0615868984791966;0.135460455325508;0.341074511221149;0.442677414174328;0.0978;0.43571;0.373791088150531;0.33571253153545;43825;3170.18;4648;14021;3477.8;250.07;18669;3727.87;25156;-557.690000000001
4960;26/07/2015;15:00;2015;7;26;15;0.0540445068512559;0.0532281047919656;0.0870234656860276;0.285171244708889;0.411004439660189;0.08681;0.3255;0.272527028717715;0.335681444106133;45022;3385.66;3481;9469;3103.1;219.21;12950;3322.31;32072;63.3499999999999
4961;26/07/2015;16:00;2015;7;26;16;0.0727852678770215;0.0342270740889527;0.0494988255503501;0.219105709607859;0.371821034563016;0.09011;0.23438;0.145071324207795;0.24894520661157;46301;3402.66;2431;4974;2705.3;151.3;7405;2856.6;38896;546.059999999999
4962;26/07/2015;17:00;2015;7;26;17;0.0754236958325743;0.0241004125107604;0.0214354661226135;0.153650087453079;0.309809728849063;0.08167;0.15753;0.0452752330831359;0.124125150065246;46830;3252.14;2154;1851;2111.1;79.72;4005;2190.82;42825;1061.32
4963;26/07/2015;18:00;2015;7;26;18;0.0744007057704374;0.0269450830416069;0.00866029667690964;0.0964575353406277;0.241700052368207;0.08017;0.09425;0.0134177454131478;0.0357859591126577;46087;3077.4;2452;329;1554.4;25.38;2781;1579.78;43306;1497.62
4964;26/07/2015;19:00;2015;7;26;19;0.0897178175157366;0.0472059998852224;0.00901535009151512;0.0582868552831243;0.191392038868847;0.09913;0.06053;0;0.00594368856024358;45877;2953.68;2837;13;1156.1;2.51;2850;1158.61;43027;1795.07
4965;26/07/2015;20:00;2015;7;26;20;0.118155013864432;0.0912364321377332;0.024128548150387;0.0332596981071799;0.154216932386826;0.14227;0.04563;0;0;45210;2896.03;3934;0;942.2;0.02;3934;942.22;41276;1953.81
4966;26/07/2015;21:00;2015;7;26;21;0.173285012650029;0.14005511954089;0.0514917803637096;0.0188520150147752;0.119423685558012;0.22015;0.0608;0;0;42574;2695.34;5300;0;774.9;0;5300;774.9;37274;1920.44
4967;26/07/2015;22:00;2015;7;26;22;0.220659103163519;0.161565074777618;0.0779111945997683;0.00863632856800575;0.0856431153264285;0.34299;0.11322;0;0;40178;2468.23;6614;0;641.4;0;6614;641.4;33564;1826.83
4968;26/07/2015;23:00;2015;7;26;23;0.252874775234279;0.171034275466284;0.0957881422934193;0.00784486782205894;0.0586558093797277;0.45584;0.19082;0;0;38790;2339.31;7583;0;531.2;0;7583;531.2;31207;1808.11
4969;27/07/2015;0:00;2015;7;27;0;0.274657742222762;0.180005495667145;0.106456516212449;0.0164134609855443;0.0380474851623414;0.53471;0.27211;0;0;37802;2286.38;7758;0;542.8;0;7758;542.8;30044;1743.58
4970;27/07/2015;1:00;2015;7;27;1;0.28069897828243;0.183794333199426;0.112208514969859;0.0298586830125389;0.0273767240777377;0.58889;0.34146;0;0;37808;2295.4;8090;0;503.1;0;8090;503.1;29718;1792.3
4971;27/07/2015;2:00;2015;7;27;2;0.276474929665837;0.182981399253945;0.1171673758165;0.0440018437025797;0.0243722727801699;0.61352;0.39184;0;0;39352;2330.13;8268;0;472.6;0;8268;472.6;31084;1857.53
4972;27/07/2015;3:00;2015;7;27;3;0.285508645131257;0.184526205681492;0.123258847110977;0.0601161760242792;0.0270985069242407;0.6109;0.43375;0;0;43319;2459.65;8302;17;609.4;1.08;8319;610.48;35000;1849.17
4973;27/07/2015;4:00;2015;7;27;4;0.309769202339749;0.197476406083214;0.123928307490807;0.0720236207171951;0.0312262690562085;0.57245;0.43607;0.00455842790427477;0.0103683036102653;51129;2818.61;8636;398;779.2;11.34;9034;790.54;42095;2028.07
4974;27/07/2015;5:00;2015;7;27;5;0.354876554536806;0.23619301543759;0.12303714724699;0.0752316508266113;0.0324577225648784;0.52644;0.41844;0.0205515563141879;0.019867211831231;57399;3341.6;9283;1759;898.6;29.91;11042;928.51;46357;2413.09
4975;27/07/2015;6:00;2015;7;27;6;0.443141551399599;0.323546706456241;0.153100701660706;0.0905156732689082;0.0362672035377633;0.48395;0.40251;0.0642300519393292;0.0652921531100478;61123;3722.17;9707;4115;1082.9;63.45;13822;1146.35;47301;2575.82
4976;27/07/2015;7:00;2015;7;27;7;0.606332851215415;0.413056414117647;0.201984976206069;0.117346291829726;0.0508889456534388;0.4397;0.40336;0.139328220125009;0.132726502827316;62232;3901.97;10122;6886;1122.6;103.11;17008;1225.71;45224;2676.26
4977;27/07/2015;8:00;2015;7;27;8;0.758874539640132;0.489344402525108;0.221932119255117;0.13412568165482;0.0676706342371698;0.36045;0.38783;0.198690798200451;0.197985558938669;64384;4040.96;10780;9624;1167.1;138.3;20404;1305.4;43980;2735.56
4978;27/07/2015;9:00;2015;7;27;9;0.860862649624547;0.576683261291248;0.23339231541652;0.138614275217634;0.0836909333178168;0.29304;0.3574;0.230471024380536;0.205846180948238;66012;4023.83;11310;11507;1400.8;151.08;22817;1551.88;43195;2471.95
4979;27/07/2015;10:00;2015;7;27;10;0.930716742364442;0.654192387604017;0.235181314224304;0.137340190479994;0.104210630745956;0.25395;0.33381;0.23317517652714;0.151060474119182;65478;3941.18;12010;12912;1469.9;150.13;24922;1620.03;40556;2321.15
4980;27/07/2015;11:00;2015;7;27;11;0.948439100127512;0.691595717187948;0.239423370409551;0.125751643638687;0.121630866984755;0.23692;0.30201;0.267582293363926;0.167900308829926;65026;3964.5;12872;13182;1524.3;141.64;26054;1665.94;38972;2298.56
4981;27/07/2015;12:00;2015;7;27;12;0.913841183637946;0.697572518450502;0.248250478464561;0.110102772941458;0.127588587222158;0.24389;0.24657;0.275462965334028;0.159419473684211;63538;3895.6;13646;13169;1560.1;133.31;26815;1693.41;36723;2202.19
4982;27/07/2015;13:00;2015;7;27;13;0.913175769830186;0.700247560172166;0.26103509730828;0.0998717794105902;0.123090325846619;0.27901;0.18827;0.279197270679338;0.133850513266638;62688;3753.16;14310;12467;1412;108.26;26777;1520.26;35911;2232.9
4983;27/07/2015;14:00;2015;7;27;14;0.902395757281357;0.653685699626973;0.264161862676943;0.0920031574954077;0.120025421854998;0.3305;0.14428;0.232479823118013;0.093121183123097;61238;3709.35;15099;10592;1181.8;88.3;25691;1270.1;35547;2439.25
4984;27/07/2015;15:00;2015;7;27;15;0.919731317222256;0.594303138249641;0.268155233892499;0.0795412019806725;0.112876317933201;0.38574;0.10472;0.219139339194768;0.119507842540235;60558;3908.22;15556;8468;997.7;68;24024;1065.7;36534;2842.52
4985;27/07/2015;16:00;2015;7;27;16;0.864936940312101;0.513830370502152;0.270350729064867;0.0635519119878604;0.102817919236588;0.42809;0.07843;0.151406766379838;0.0946235711178773;59873;3880.68;14916;5612;850.2;43.48;20528;893.68;39345;2987
4986;27/07/2015;17:00;2015;7;27;17;0.71415926305989;0.486611010846485;0.29672565338438;0.0441980940020765;0.0988751937623647;0.46291;0.06519;0.0706170017713074;0.0576675032622879;58814;3673.16;14180;2625;793.1;24.68;16805;817.78;42009;2855.38
4987;27/07/2015;18:00;2015;7;27;18;0.52732485336086;0.518888396097561;0.34324099753161;0.0393203889465698;0.108747793552892;0.48201;0.07475;0.0210923867435087;0.0217414180078295;56022;3442.46;12905;549;937;8.72;13454;945.72;42568;2496.74
4988;27/07/2015;19:00;2015;7;27;19;0.482350141073127;0.564182132797704;0.379101063691166;0.0389326771024679;0.116321538461538;0.46478;0.08616;0;0.0046444019138756;54939;3312.59;13228;15;987.5;0.66;13243;988.16;41696;2324.43
4989;27/07/2015;20:00;2015;7;27;20;0.462037232173579;0.611167715810617;0.403025157825802;0.0402468285280728;0.116840045385779;0.43949;0.09529;0;0;52384;3146.06;13894;0;968.7;0.01;13894;968.71;38490;2177.35
4990;27/07/2015;21:00;2015;7;27;21;0.45908503450928;0.649212522582497;0.412408568636341;0.0496102879163006;0.105474842313511;0.42949;0.11655;0;0;47663;2861.89;14662;0;962.5;0;14662;962.5;33001;1899.39
4991;27/07/2015;22:00;2015;7;27;22;0.447259477199587;0.658309801549498;0.416366594193408;0.062921825732769;0.0926501093913651;0.4351;0.14685;0;0;44638;2629.4;15450;0;879.9;0;15450;879.9;29188;1749.5
4992;27/07/2015;23:00;2015;7;27;23;0.408877777238043;0.633623906456241;0.431669624603294;0.0729257914703298;0.0824314604910974;0.45309;0.15806;0;0;43089;2514.24;16000;0;861.4;0;16000;861.4;27089;1652.84
4993;28/07/2015;0:00;2015;7;28;0;0.374085770842188;0.593040846599713;0.44941235071281;0.0829126467534542;0.0773861456999884;0.47826;0.16199;0;0;42303;2457.51;16306;0;825.6;0;16306;825.6;25997;1631.91
4994;28/07/2015;1:00;2015;7;28;1;0.355989223591799;0.55993519472023;0.460035055160949;0.0885675253573996;0.0679148388222972;0.50256;0.16726;0;0;42221;2438.27;16106;0;713.4;0;16106;713.4;26115;1724.87
4995;28/07/2015;2:00;2015;7;28;2;0.361533453964013;0.538262908809182;0.463484146491361;0.0908435216835716;0.0590892144768998;0.51551;0.17015;0;0;43174;2469.27;16216;0;711.3;0;16216;711.3;26958;1757.97
4996;28/07/2015;3:00;2015;7;28;3;0.348588721031433;0.507725051248207;0.458986822427082;0.0892909292388787;0.0528992237868032;0.5125;0.1745;0;0;46044;2574.05;16080;26;671;0.87;16106;671.87;29938;1902.18
4997;28/07/2015;4:00;2015;7;28;4;0.348685984374684;0.484310703816356;0.451144365959733;0.0895936570561457;0.0508922588153148;0.50164;0.18332;0.00453267407430712;0.0122650587211831;53124;2949.28;16606;686;735.4;14.56;17292;749.96;35832;2199.32
4998;28/07/2015;5:00;2015;7;28;5;0.395497253425628;0.493296617044476;0.462565358923984;0.0950596877246226;0.0505767915745374;0.48477;0.19588;0.0276596133852605;0.0270416659417138;58795;3464.8;16960;2781;771.6;43.69;19741;815.29;39054;2649.51
4999;28/07/2015;6:00;2015;7;28;6;0.610889540753334;0.588173245337159;0.522467151444931;0.109265976359716;0.0542314127778424;0.47374;0.21389;0.0871509606105414;0.0807616137451066;61946;3838.2;18444;5590;799.1;78.55;24034;877.65;37912;2960.55
5000;28/07/2015;7:00;2015;7;28;7;0.793823192462606;0.702754602582496;0.582311898342653;0.127761134893379;0.0563084417549168;0.47818;0.23262;0.165056296262695;0.146223344932579;64090;4004.89;20211;8556;772.4;109.86;28767;882.26;35323;3122.63
5001;28/07/2015;8:00;2015;7;28;8;0.860726936061692;0.805226321147776;0.623292970731953;0.142738084418177;0.0547667380425928;0.48977;0.26313;0.248447197697959;0.213042988255763;66351;4112.24;21023;11008;781.4;152.93;32031;934.33;34320;3177.91
5002;28/07/2015;9:00;2015;7;28;9;0.839269514441273;0.797418793687231;0.645416751431498;0.158232272981391;0.0450854590946119;0.49797;0.27875;0.288906464577143;0.252485580687255;67733;4127.98;21500;12540;838;184.19;34040;1022.19;33693;3105.79
5003;28/07/2015;10:00;2015;7;28;10;0.838691464367397;0.809425453428981;0.665711187211392;0.175485710007188;0.0327180856511114;0.50611;0.29466;0.288932218407111;0.237733070900391;66243;4064.38;21837;13506;862;216.43;35343;1078.43;30900;2985.95
5004;28/07/2015;11:00;2015;7;28;11;0.878192453498492;0.805900665251076;0.67717446133696;0.196436183212203;0.0269489607820319;0.52141;0.31299;0.318446107550043;0.246812631578947;65437;4046.1;22239;14635;1023;196.53;36874;1219.53;28563;2826.57
5005;28/07/2015;12:00;2015;7;28;12;0.851854580525027;0.796413073859398;0.672386836364247;0.217497304927721;0.0233455824508321;0.54995;0.34042;0.328155301447848;0.249340661157025;64891;3959.76;22143;14875;1129.9;207.45;37018;1337.35;27873;2622.41
5006;28/07/2015;13:00;2015;7;28;13;0.826659151942032;0.779826863012912;0.656808089432942;0.237183631898411;0.02237690794833;0.59007;0.37185;0.305337408096507;0.230721718138321;63730;3789.73;21870;13906;1194;182.02;35776;1376.02;27954;2413.71
5007;28/07/2015;14:00;2015;7;28;14;0.787882263242051;0.762492517991392;0.635786441018924;0.252546378084818;0.0220357127894798;0.63079;0.39327;0.232582838437884;0.195185506742062;62524;3733.56;21396;11158;1236.4;149.6;32554;1386;29970;2347.56
5008;28/07/2015;15:00;2015;7;28;15;0.747236744793248;0.771072132109039;0.611739663224355;0.259530157335676;0.0231955556848598;0.6658;0.41528;0.171984076523994;0.193252031317964;61936;3897.7;20592;7573;1319.9;112.19;28165;1432.09;33771;2465.61
5009;28/07/2015;16:00;2015;7;28;16;0.661813290829235;0.683045259799139;0.54660017977264;0.249875214439741;0.0221614535086698;0.67331;0.43102;0.0953149247102877;0.147144449760766;60910;3861.84;18915;4068;1278;81.06;22983;1359.06;37927;2502.78
5010;28/07/2015;17:00;2015;7;28;17;0.504226558584816;0.501407862266858;0.459099801118332;0.239289472086894;0.0208088932852322;0.66069;0.42399;0.0454812637228771;0.0800594214876033;59978;3594.08;16856;1778;1175.9;46.17;18634;1222.07;41344;2372.01
5011;28/07/2015;18:00;2015;7;28;18;0.342628953791973;0.338468958622669;0.400676796265511;0.228225515933232;0.0200035773303852;0.63736;0.40834;0.0148084522314011;0.0279023966942149;56528;3390.46;14578;342;1068.1;15.32;14920;1083.42;41608;2307.04
5012;28/07/2015;19:00;2015;7;28;19;0.255345559536098;0.314645422783357;0.386531562608097;0.227765914064372;0.0211414721284767;0.61754;0.40562;0;0.00388360591561548;54715;3316.72;13469;11;1156.3;1.4;13480;1157.7;41235;2159.02
5013;28/07/2015;20:00;2015;7;28;20;0.20744753455988;0.314656024791966;0.398543783184726;0.23920258006549;0.0242381089258699;0.62254;0.4336;0;0;51438;3199.63;13146;0;1245.7;0.01;13146;1245.71;38292;1953.92
5014;28/07/2015;21:00;2015;7;28;21;0.187128477341267;0.335571552596844;0.430334710123755;0.249281110134973;0.0261459059699756;0.62443;0.47459;0;0;47296;2894.42;13368;0;1299.9;0;13368;1299.9;33928;1594.52
5015;28/07/2015;22:00;2015;7;28;22;0.165039234116623;0.343659359196557;0.447703943814753;0.261553983308042;0.0296788572093565;0.64101;0.52802;0;0;44831;2649.76;13640;0;1426.9;0;13640;1426.9;31191;1222.86
5016;28/07/2015;23:00;2015;7;28;23;0.143545957860222;0.342099527460545;0.446403551995701;0.270488597156777;0.0334027580588851;0.6692;0.58712;0;0;43287;2508.3;13834;0;1500.2;0;13834;1500.2;29453;1008.1
5017;29/07/2015;0:00;2015;7;29;0;0.123936077883701;0.346783151678623;0.439615269826877;0.272087451481511;0.0363159688118236;0.68823;0.62965;0;0;42123;2453.57;13974;0;1578.8;0;13974;1578.8;28149;874.77
5018;29/07/2015;1:00;2015;7;29;1;0.113828322302508;0.355936962984218;0.433323175356405;0.264935418496925;0.0377879413476085;0.69118;0.64703;0;0;42229;2448.95;13798;0;1655.8;0;13798;1655.8;28431;793.15
5019;29/07/2015;2:00;2015;7;29;2;0.111154130993584;0.362586804017217;0.429256027101909;0.251752316508266;0.0366029977888979;0.68029;0.64363;0;0;43120;2459.5;13663;0;1765.4;0;13663;1765.4;29457;694.1
5020;29/07/2015;3:00;2015;7;29;3;0.0926813441415184;0.335478609928264;0.407057658018908;0.23789338072039;0.0375316909112068;0.66715;0.63463;0;0;46395;2539.85;13156;27;1779.2;1.46;13183;1780.66;33212;759.19
5021;29/07/2015;4:00;2015;7;29;4;0.0772370526443621;0.297517446542324;0.380494315853106;0.23091821140484;0.0404151611777028;0.65248;0.61904;0.00463568939417773;0.00960956937799043;53097;2912.15;12836;646;1860.4;20.43;13482;1880.83;39615;1031.32
5022;29/07/2015;5:00;2015;7;29;5;0.0917937326694598;0.293469000057389;0.369979580978288;0.231989378643878;0.045927681834051;0.63929;0.60984;0.0252645071982686;0.0431904480208786;58756;3429.97;12931;2730;2056.3;66.09;15661;2122.39;43095;1307.58
5023;29/07/2015;6:00;2015;7;29;6;0.139872055376768;0.374057325337159;0.435632985777375;0.241885339030429;0.0642227033632026;0.64144;0.61645;0.089855112757145;0.130219391039582;61930;3776.39;14532;5818;2277.4;121.5;20350;2398.9;41580;1377.49
5024;29/07/2015;7:00;2015;7;29;7;0.184363457202421;0.439293152022956;0.487894831595386;0.258085229614248;0.086745204236006;0.66647;0.63616;0.186921297905233;0.224234767290126;63949;3937.31;15722;9186;2435.8;166.09;24908;2601.89;39041;1335.42
5025;29/07/2015;8:00;2015;7;29;8;0.218484740421398;0.495881011764706;0.518059053616107;0.275336431195591;0.10878529733504;0.69637;0.6561;0.278218625140567;0.296835054371466;65585;4066.99;16034;11486;2554.3;198.07;27520;2752.37;38065;1314.62
5026;29/07/2015;9:00;2015;7;29;9;0.239962280446091;0.521200630473458;0.528692667371921;0.288607436307004;0.121219115559176;0.70409;0.66691;0.299079227414367;0.341322227055241;67347;4068.37;16096;12684;2645.5;228.65;28780;2874.15;38567;1194.22
5027;29/07/2015;10:00;2015;7;29;10;0.287686807132592;0.547915199426112;0.540890558863533;0.300070627346059;0.130892277435122;0.7045;0.68158;0.282802806874809;0.344417894736842;66608;4018.72;16061;12388;2748.2;254.8;28449;3003;38159;1015.72
5028;29/07/2015;11:00;2015;7;29;11;0.340468694314571;0.560843154777618;0.551538484912599;0.309389953677821;0.13505280577214;0.70374;0.68543;0.292254462472938;0.379200859069161;65624;3987.43;16160;11758;2643.7;280.86;27918;2924.56;37706;1062.87
5029;29/07/2015;12:00;2015;7;29;12;0.386344720586152;0.564249245222382;0.552982517723708;0.316047588052073;0.133649418131037;0.70355;0.67039;0.304693562347315;0.38437864723793;64395;3906;17310;11925;2628.9;262.96;29235;2891.86;35160;1014.14
5030;29/07/2015;13:00;2015;7;29;13;0.415664628291537;0.559572251936872;0.54154007942505;0.313179502435908;0.124021718840917;0.7035;0.61116;0.293851199930933;0.392760552414093;64013;3729.46;18860;11773;2561.3;276.47;30633;2837.77;33380;891.69
5031;29/07/2015;14:00;2015;7;29;14;0.421640936102172;0.550725402238164;0.526381077729082;0.299757118840348;0.104720138484813;0.70301;0.5165;0.259572852243985;0.357640169638974;62764;3648.77;19556;10867;2027;260.56;30423;2287.56;32341;1361.21
5032;29/07/2015;15:00;2015;7;29;15;0.431255817596697;0.56912919517934;0.535710226890333;0.266667107659133;0.077823800768067;0.70434;0.43247;0.235879328673744;0.309558490648108;62597;3833.45;20104;8606;1718.9;196.98;28710;1915.88;33887;1917.57
5033;29/07/2015;16:00;2015;7;29;16;0.399881966320562;0.573530101348637;0.541332489715044;0.227546139685329;0.0512086814849296;0.70358;0.44876;0.161734052196868;0.204541261418008;60919;3804.91;19964;5590;1392.1;117.21;25554;1509.31;35365;2295.6
5034;29/07/2015;17:00;2015;7;29;17;0.313705069524561;0.482989924476327;0.522398197840579;0.199185309080744;0.0303626172465961;0.70605;0.53913;0.0719304470996578;0.103145297955633;60142;3583.46;19321;2625;1301.2;60.85;21946;1362.05;38196;2221.41
5035;29/07/2015;18:00;2015;7;29;18;0.173678341530552;0.373618816413199;0.51922565556731;0.184291351329766;0.0188431560572559;0.70875;0.60814;0.0201910026946408;0.0313155328403654;57927;3371.8;18138;604;1236.2;21.36;18742;1257.56;39185;2114.24
5036;29/07/2015;19:00;2015;7;29;19;0.12237398708685;0.368194278106169;0.563069739324635;0.176821955514735;0.0124387559641569;0.71278;0.63285;0;0.00394112222705524;56613;3280.84;18203;12;1279.6;1.67;18215;1281.27;38398;1999.57
5037;29/07/2015;20:00;2015;7;29;20;0.110049842127634;0.375761046886657;0.610290948600406;0.161414537177542;0.0068720993832189;0.71497;0.64315;0;0;53778;3193.81;18868;0;1156.2;0.01;18868;1156.21;34910;2037.6
5038;29/07/2015;21:00;2015;7;29;21;0.104326623757767;0.378723979110473;0.650699421825936;0.136367794105902;0.00378487489817293;0.7161;0.66318;0;0;49294;2900.07;19556;0;1066.2;0;19556;1066.2;29738;1833.87
5039;29/07/2015;22:00;2015;7;29;22;0.0909486418928492;0.373730981578192;0.67951863368764;0.116099828687804;0.0042515268241592;0.71604;0.68913;0;0;46220;2661;20143;0;988.9;0;20143;988.9;26077;1672.1
5040;29/07/2015;23:00;2015;7;29;23;0.0759680138441921;0.359427202754663;0.702294381676826;0.109131228735724;0.00727024903991621;0.71383;0.69985;0;0;44145;2504.71;20047;0;1007.7;0;20047;1007.7;24098;1497.01
5041;30/07/2015;0:00;2015;7;30;0;0.0608235476754306;0.337633241090387;0.712074880090004;0.114395826211964;0.0119042232049342;0.7106;0.71273;0;0;42939;2436.67;20142;0;999.2;0;20142;999.2;22797;1437.47
5042;30/07/2015;1:00;2015;7;30;1;0.0485100949258202;0.311798184906743;0.708515430456904;0.120043675425286;0.0166304538577912;0.70963;0.71779;0;0;42817;2476.06;19788;0;874.3;0;19788;874.3;23029;1601.76
5043;30/07/2015;2:00;2015;7;30;2;0.0388692175197846;0.282226019053085;0.697254878511578;0.125753345180097;0.0225383486558827;0.71003;0.71444;0;0;44066;2497.34;19448;0;1016.2;0;19448;1016.2;24618;1481.14
5044;30/07/2015;3:00;2015;7;30;3;0.0290449395834598;0.246438066685796;0.672220469161923;0.127605953997285;0.0235306295822181;0.7096;0.70923;0;0;47251;2540.77;19119;25;1050.3;2.43;19144;1052.73;28107;1488.04
5045;30/07/2015;4:00;2015;7;30;4;0.021400950877406;0.202476866800574;0.63552234557453;0.126257397971408;0.0218566600721517;0.70615;0.70748;0.00499624301372489;0.0129958068725533;54054;2913.89;18660;876;1042.3;23.49;19536;1065.79;34518;1848.1
5046;30/07/2015;5:00;2015;7;30;5;0.0123712550853118;0.167365131362984;0.605606769365103;0.130149336314991;0.0210042127312929;0.70252;0.70899;0.030672811491476;0.0471930491518051;60155;3433.25;18330;3638;1038.7;70.27;21968;1108.97;38187;2324.28
5047;30/07/2015;6:00;2015;7;30;6;0.0283863005242172;0.216672272022956;0.623492951589341;0.148068987700663;0.0233717700453858;0.70176;0.71633;0.117514726142406;0.156004519356242;63162;3775.86;18411;7716;1073.8;137.18;26127;1210.98;37035;2564.88
5048;30/07/2015;7:00;2015;7;30;7;0.0481707205456717;0.252689021406026;0.644902648464393;0.170087310917658;0.026149968579076;0.70454;0.72739;0.248627474507732;0.25682761200522;64909;3943.19;18986;11907;1154.8;192.88;30893;1347.68;34016;2595.51
5049;30/07/2015;8:00;2015;7;30;8;0.0708470680267978;0.268617981176471;0.660105933941195;0.185231901605303;0.0292029640404981;0.71013;0.7342;0.355557376533432;0.332783049151805;66921;4066.77;19308;15113;1252.3;232.93;34421;1485.23;32500;2581.54
5050;30/07/2015;9:00;2015;7;30;9;0.0900676715849981;0.276738985136298;0.668701998824576;0.200076039054389;0.0346819946468055;0.71355;0.73935;0.390144770179991;0.369158081774685;69100;4094.46;19218;16577;1355.6;261.18;35795;1616.78;33305;2477.68
5051;30/07/2015;10:00;2015;7;30;10;0.101144520614488;0.281383923213773;0.671060107903884;0.22042900726779;0.0465677993715815;0.71534;0.74279;0.366966323209103;0.348170548064376;68411;4025.83;19127;16722;1442.2;272.73;35849;1714.93;32562;2310.9
5052;30/07/2015;11:00;2015;7;30;11;0.107397585564799;0.280761782496413;0.667425035313083;0.24573098794026;0.0674845094844641;0.71549;0.74723;0.38105366820141;0.357598529795563;66903;4017.67;18795;16953;1432.3;280.5;35748;1712.8;31155;2304.87
5053;30/07/2015;12:00;2015;7;30;12;0.107628746129091;0.270037513228121;0.655190448575219;0.27555096997045;0.0966314546724078;0.71512;0.75349;0.352157870977702;0.348879943453675;66556;3936.39;18536;16522;1621.7;265.88;35058;1887.58;31498;2048.81
5054;30/07/2015;13:00;2015;7;30;13;0.100985780759811;0.248200343070301;0.637009479354525;0.306862727417938;0.133271865471896;0.71441;0.75978;0.31759623116111;0.30598859939104;64657;3789.81;18151;14566;1710.9;241.88;32717;1952.78;31940;1837.03
5055;30/07/2015;14:00;2015;7;30;14;0.0909873402554294;0.224201611248207;0.614048899568452;0.326947103266512;0.172185002909345;0.71287;0.7651;0.27499939639461;0.230968990865594;63161;3693.11;17600;12674;1950.7;187.16;30274;2137.86;32887;1555.25
5056;30/07/2015;15:00;2015;7;30;15;0.0890016185965551;0.200321204476327;0.586507319765587;0.341772336474722;0.211943099034097;0.71093;0.76877;0.233381207166881;0.210632240104393;62121;3878.2;16814;9344;2221.3;140;26158;2361.3;35963;1516.9
5057;30/07/2015;16:00;2015;7;30;16;0.085208932337523;0.174287244992826;0.549638353802495;0.331157388387509;0.237953628534854;0.7053;0.77029;0.154522979805924;0.142285128316659;60935;3851.66;16019;5732;2455.6;80.95;21751;2536.55;39184;1315.11
5058;30/07/2015;17:00;2015;7;30;17;0.0698136278260165;0.120404285337159;0.474037041055866;0.325213009344302;0.255070492261143;0.69752;0.77188;0.0695095870826983;0.0687071074380165;59447;3655.78;14495;2586;2714.8;31.14;17081;2745.94;42366;909.84
5059;30/07/2015;18:00;2015;7;30;18;0.0441913291638837;0.0684713558680057;0.401523621849445;0.333331344141842;0.275419269172582;0.69087;0.77437;0.0194183877956112;0.0223610613310135;56244;3482.34;11956;550;2855.8;8.39;12506;2864.19;43738;618.15
5060;30/07/2015;19:00;2015;7;30;19;0.0305978620438399;0.0566710350645624;0.378829666582708;0.337200333439821;0.306332755731409;0.6782;0.77715;0;0.00279784254023488;54441;3331.7;11192;10;2950.9;0.63;11202;2951.53;43239;380.17
5061;30/07/2015;20:00;2015;7;30;20;0.0226860106867448;0.0480846968149211;0.361417424076033;0.340829113090009;0.332857568951472;0.65381;0.78068;0;0;51732;3228.59;11009;0;3172.3;0;11009;3172.3;40723;56.29
5062;30/07/2015;21:00;2015;7;30;21;0.0145508838828506;0.0437877843328551;0.352276203314695;0.351884514016452;0.368020047713255;0.63893;0.78488;0;0;47421;2944.05;10613;0;3265;0;10613;3265;36808;-320.95
5063;30/07/2015;22:00;2015;7;30;22;0.0105810344688;0.0389471804878049;0.34082218101523;0.358970299896174;0.403653886884674;0.62276;0.78761;0;0;44080;2720.89;10459;0;3295.2;0;10459;3295.2;33621;-574.31
