;Bid;WeekAheadConfidence10;WeekAheadConfidence90;WeekAheadForecast;DayAheadConfidence10;DayAheadConfidence90;DayAheadForecast;MostRecentConfidence10;MostRecentConfidence90;MostRecentForecast;Realtime;LoadFactor;MonitoredCapacity
2017-02-09 09:30:00+01:00;;5.09;499.31;248.59;41.49;448.89;245.14;8.84;377.56;191.81;119.24;0.13;899.51
2017-02-09 09:45:00+01:00;;4.05;498.14;246.92;40.57;449.47;244.96;8.37;376.99;191.38;115.0;0.13;899.51
2017-02-09 10:00:00+01:00;;3.18;497.36;245.49;40.56;444.99;242.71;8.13;374.47;189.96;102.85;0.11;899.51
2017-02-09 10:15:00+01:00;;2.5;496.98;244.29;41.46;435.45;238.38;8.1;370.01;187.58;102.21;0.11;899.51
2017-02-09 10:30:00+01:00;;1.82;496.59;243.1;42.37;425.92;234.06;8.07;365.55;185.2;94.91;0.11;899.51
2017-02-09 10:45:00+01:00;;1.14;496.2;241.9;43.28;416.39;229.73;8.05;361.09;182.81;91.55;0.1;899.51
2017-02-09 11:00:00+01:00;;0.72;496.47;241.2;42.79;406.11;224.34;0.16;263.6;120.77;91.58;0.1;899.51
2017-02-09 11:15:00+01:00;;0.58;497.41;241.0;40.93;395.09;217.87;0.14;263.82;121.66;102.88;0.11;899.51
2017-02-09 11:30:00+01:00;;0.43;498.34;240.79;39.05;384.07;211.4;0.13;264.05;122.56;108.19;0.12;899.51
2017-02-09 11:45:00+01:00;;0.29;499.28;240.59;37.19;373.06;204.94;0.11;264.27;123.45;102.54;0.11;899.51
2017-02-09 12:00:00+01:00;;0.21;501.13;241.14;35.38;362.39;198.66;0.09;264.42;123.75;98.56;0.11;899.51
2017-02-09 12:15:00+01:00;;0.2;503.91;242.44;33.64;352.08;192.58;0.07;264.49;123.46;104.06;0.12;899.51
2017-02-09 12:30:00+01:00;;0.2;506.69;243.74;31.89;341.76;186.49;0.05;264.57;123.16;103.37;0.11;899.51
2017-02-09 12:45:00+01:00;;0.19;509.47;245.04;30.15;331.44;180.41;0.04;264.64;122.87;99.39;0.11;899.51
2017-02-09 13:00:00+01:00;;0.27;513.29;247.25;27.3;324.02;175.27;0.02;265.22;122.91;100.68;0.11;899.51
2017-02-09 13:15:00+01:00;;0.43;518.16;250.35;23.36;319.47;171.07;0.02;266.3;123.29;99.78;0.11;899.51
2017-02-09 13:30:00+01:00;;0.59;523.02;253.46;19.41;314.93;166.86;0.01;267.38;123.67;89.73;0.1;899.51
2017-02-09 13:45:00+01:00;;0.75;527.89;256.57;15.46;310.39;162.66;0.0;268.46;124.05;88.77;0.1;899.51
2017-02-09 14:00:00+01:00;;1.26;533.45;260.31;12.36;308.3;160.0;0.04;270.53;125.12;91.39;0.1;899.51
2017-02-09 14:15:00+01:00;;2.14;539.73;264.7;10.12;308.66;158.87;0.12;273.6;126.88;93.18;0.1;899.51
2017-02-09 14:30:00+01:00;;3.02;546.0;269.09;7.87;309.03;157.74;0.19;276.66;128.63;92.42;0.1;899.51
2017-02-09 14:45:00+01:00;;3.9;552.27;273.47;5.63;309.39;156.61;0.27;279.72;130.39;99.16;0.11;899.51
2017-02-09 15:00:00+01:00;;5.28;558.8;278.14;4.36;314.39;158.23;0.52;283.47;132.77;96.0;0.11;899.51
2017-02-09 15:15:00+01:00;;7.15;565.58;283.08;4.06;324.02;162.6;0.93;287.89;135.77;100.25;0.11;899.51
2017-02-09 15:30:00+01:00;;9.03;572.35;288.01;3.75;333.65;166.97;1.34;292.31;138.78;103.86;0.12;899.51
2017-02-09 15:45:00+01:00;;10.91;579.13;292.95;3.45;343.28;171.33;1.75;296.73;141.78;112.93;0.13;899.51
2017-02-09 16:00:00+01:00;;13.33;585.72;297.81;5.18;358.12;179.64;0.41;286.12;127.12;116.44;0.13;899.51
2017-02-09 16:15:00+01:00;;16.29;592.12;302.59;8.96;378.16;191.89;0.74;292.76;132.06;117.97;0.13;899.51
2017-02-09 16:30:00+01:00;;19.25;598.53;307.37;12.73;398.2;204.14;1.08;299.39;137.0;126.62;0.14;899.51
2017-02-09 16:45:00+01:00;;22.21;604.93;312.15;16.5;418.24;216.39;1.41;306.02;141.94;144.21;0.16;899.51
2017-02-09 17:00:00+01:00;;24.98;610.69;316.48;25.29;440.37;232.01;1.91;313.19;147.04;163.5;0.18;899.51
2017-02-09 17:15:00+01:00;;27.56;615.81;320.38;39.09;464.6;251.01;2.57;320.9;152.29;180.38;0.2;899.51
2017-02-09 17:30:00+01:00;;30.14;620.94;324.27;52.89;488.82;270.01;3.24;328.6;157.55;178.22;0.2;899.51
2017-02-09 17:45:00+01:00;;32.72;626.06;328.16;66.69;513.05;289.01;3.91;336.31;162.8;172.83;0.19;899.51
2017-02-09 18:00:00+01:00;;34.8;630.09;331.25;81.33;534.92;307.33;4.92;345.35;168.98;163.38;0.18;899.51
2017-02-09 18:15:00+01:00;;36.37;633.03;333.54;96.79;554.43;324.97;6.28;355.74;176.1;153.17;0.17;899.51
2017-02-09 18:30:00+01:00;;37.94;635.96;335.82;112.25;573.95;342.61;7.64;366.12;183.21;167.11;0.19;899.51
2017-02-09 18:45:00+01:00;;39.51;638.9;338.11;127.72;593.47;360.25;9.0;376.5;190.33;164.47;0.18;899.51
2017-02-09 19:00:00+01:00;;40.39;640.45;339.35;139.53;607.71;373.35;13.18;386.6;198.12;165.53;0.18;899.51
2017-02-09 19:15:00+01:00;;40.6;640.61;339.56;147.68;616.68;381.92;20.17;396.42;206.57;164.29;0.18;899.51
2017-02-09 19:30:00+01:00;;40.81;640.78;339.76;155.85;625.65;390.49;27.16;406.24;215.04;155.92;0.17;899.51
2017-02-09 19:45:00+01:00;;41.02;640.94;339.97;164.01;634.62;399.05;34.15;416.05;223.49;175.67;0.2;899.51
2017-02-09 20:00:00+01:00;;40.7;640.02;339.35;168.66;639.05;403.63;39.7;424.07;230.44;199.29;0.22;899.51
2017-02-09 20:15:00+01:00;;39.84;638.02;337.92;169.8;638.95;404.21;43.81;430.29;235.86;215.23;0.24;899.51
2017-02-09 20:30:00+01:00;;38.99;636.01;336.49;170.95;638.85;404.79;47.93;436.5;241.29;210.51;0.23;899.51
2017-02-09 20:45:00+01:00;;38.13;634.01;335.06;172.1;638.74;405.38;52.04;442.72;246.71;203.95;0.23;899.51
2017-02-09 21:00:00+01:00;;37.0;631.42;333.21;169.25;635.65;402.44;51.05;423.19;235.45;220.8;0.25;899.51
2017-02-09 21:15:00+01:00;;35.61;628.24;330.92;162.4;629.58;395.98;51.22;425.69;236.95;221.99;0.25;899.51
2017-02-09 21:30:00+01:00;;34.21;625.06;328.63;155.54;623.52;389.51;51.39;428.19;238.45;222.3;0.25;899.51
2017-02-09 21:45:00+01:00;;32.82;621.87;326.34;148.69;617.45;383.05;51.55;430.7;239.95;216.8;0.24;899.51
2017-02-09 22:00:00+01:00;;31.4;618.57;323.97;140.57;606.79;373.66;50.79;428.82;238.79;193.46;0.22;899.51
2017-02-09 22:15:00+01:00;;29.95;615.14;321.53;131.19;591.54;361.34;49.09;422.58;234.98;176.54;0.2;899.51
2017-02-09 22:30:00+01:00;;28.49;611.71;319.08;121.81;576.28;349.03;47.39;416.33;231.17;168.94;0.19;899.51
2017-02-09 22:45:00+01:00;;27.04;608.28;316.64;112.43;561.03;336.71;45.69;410.09;227.35;163.06;0.18;899.51
2017-02-09 23:00:00+01:00;;25.79;605.18;314.46;103.59;543.78;323.64;42.68;404.49;223.12;160.51;0.18;899.51
2017-02-09 23:15:00+01:00;;24.74;602.42;312.56;95.31;524.54;309.84;38.36;399.52;218.47;165.81;0.18;899.51
2017-02-09 23:30:00+01:00;;23.69;599.66;310.66;87.02;505.3;296.02;34.03;394.56;213.82;160.03;0.18;899.51
2017-02-09 23:45:00+01:00;;22.65;596.89;308.76;78.73;486.06;282.22;29.7;389.6;209.16;165.19;0.18;899.51
2017-02-10 00:00:00+01:00;;48.1;515.73;281.46;33.23;403.98;218.43;27.45;385.03;205.77;170.08;0.19;899.51
2017-02-10 00:15:00+01:00;;47.0;515.03;280.54;32.11;400.56;216.08;27.27;380.87;203.65;162.71;0.18;899.51
2017-02-10 00:30:00+01:00;;45.89;514.34;279.61;31.0;397.12;213.73;27.09;376.71;201.52;163.24;0.18;899.51
2017-02-10 00:45:00+01:00;;44.79;513.64;278.68;29.89;393.69;211.37;26.91;372.55;199.39;156.89;0.17;899.51
2017-02-10 01:00:00+01:00;;44.64;514.03;278.79;29.3;393.72;211.06;28.59;370.19;199.04;135.64;0.15;899.51
2017-02-10 01:15:00+01:00;;45.44;515.53;279.95;29.22;397.2;212.79;32.13;369.64;200.46;126.87;0.14;899.51
2017-02-10 01:30:00+01:00;;46.25;517.02;281.1;29.15;400.69;214.52;35.67;369.08;201.87;112.96;0.13;899.51
2017-02-10 01:45:00+01:00;;47.05;518.52;282.26;29.07;404.17;216.25;39.21;368.52;203.29;102.02;0.11;899.51
2017-02-10 02:00:00+01:00;;48.52;520.86;284.18;30.05;409.93;219.58;43.14;371.63;206.77;102.74;0.11;899.51
2017-02-10 02:15:00+01:00;;50.64;524.06;286.86;32.07;417.97;224.52;47.47;378.4;212.29;99.03;0.11;899.51
2017-02-10 02:30:00+01:00;;52.76;527.25;289.55;34.09;426.01;229.46;51.79;385.17;217.82;97.71;0.11;899.51
2017-02-10 02:45:00+01:00;;54.88;530.43;292.23;36.11;434.04;234.41;56.12;391.94;223.35;103.54;0.12;899.51
2017-02-10 03:00:00+01:00;;57.31;533.99;295.26;39.92;442.07;240.27;60.67;401.78;230.54;116.71;0.13;899.51
2017-02-10 03:15:00+01:00;;60.06;537.9;298.63;45.5;450.07;247.05;65.43;414.68;239.37;117.4;0.13;899.51
2017-02-10 03:30:00+01:00;;62.8;541.81;302.0;51.08;458.07;253.84;70.2;427.58;248.21;117.4;0.13;899.51
2017-02-10 03:45:00+01:00;;65.54;545.72;305.37;56.66;466.08;260.63;74.97;440.48;257.05;112.47;0.13;899.51
2017-02-10 04:00:00+01:00;;68.29;549.51;308.66;62.49;473.21;267.1;78.86;452.35;264.93;123.31;0.14;899.51
2017-02-10 04:15:00+01:00;;71.05;553.18;311.88;68.56;479.48;273.28;81.87;463.2;271.83;147.47;0.16;899.51
2017-02-10 04:30:00+01:00;;73.81;556.84;315.09;74.63;485.75;279.46;84.88;474.06;278.74;146.62;0.16;899.51
2017-02-10 04:45:00+01:00;;76.57;560.51;318.31;80.7;492.02;285.64;87.89;484.91;285.65;136.49;0.15;899.51
2017-02-10 05:00:00+01:00;;78.94;563.57;321.03;85.74;498.5;291.4;90.45;494.98;291.99;136.03;0.15;899.51
2017-02-10 05:15:00+01:00;;80.94;566.02;323.26;89.75;505.19;296.75;92.56;504.26;297.77;137.03;0.15;899.51
2017-02-10 05:30:00+01:00;;82.94;568.47;325.48;93.76;511.88;302.1;94.67;513.54;303.56;138.27;0.15;899.51
2017-02-10 05:45:00+01:00;;84.94;570.93;327.71;97.77;518.57;307.44;96.78;522.82;309.34;161.6;0.18;899.51
2017-02-10 06:00:00+01:00;;86.21;572.29;329.03;101.08;523.77;311.71;19.31;428.13;221.48;194.57;0.22;899.51
2017-02-10 06:15:00+01:00;;86.75;572.56;329.44;103.69;527.49;314.91;31.69;438.08;232.9;225.78;0.25;899.51
2017-02-10 06:30:00+01:00;;87.29;572.84;329.85;106.29;531.2;318.1;44.07;448.03;244.32;237.92;0.26;899.51
2017-02-10 06:45:00+01:00;;87.83;573.12;330.26;108.9;534.91;321.29;56.45;457.99;255.74;242.04;0.27;899.51
2017-02-10 07:00:00+01:00;;87.45;572.01;329.52;111.03;536.84;323.32;63.94;465.29;263.25;240.33;0.27;899.51
2017-02-10 07:15:00+01:00;;86.14;569.51;327.61;112.67;536.98;324.18;66.54;469.96;266.88;226.45;0.25;899.51
2017-02-10 07:30:00+01:00;;84.84;567.02;325.71;114.31;537.12;325.04;69.15;474.62;270.5;213.8;0.24;899.51
2017-02-10 07:45:00+01:00;;83.53;564.52;323.8;115.96;537.26;325.9;71.75;479.28;274.12;212.06;0.24;899.51
2017-02-10 08:00:00+01:00;;81.62;561.13;321.15;116.84;534.48;324.95;72.27;481.18;275.34;201.37;0.22;899.51
2017-02-10 08:15:00+01:00;;79.11;556.84;317.74;116.95;528.77;322.18;70.71;480.32;274.16;192.12;0.21;899.51
2017-02-10 08:30:00+01:00;;76.6;552.55;314.33;117.07;523.07;319.4;69.14;479.45;272.98;217.54;0.24;899.51
2017-02-10 08:45:00+01:00;;74.09;548.25;310.93;117.19;517.37;316.63;67.58;478.59;271.8;242.74;0.27;899.51
2017-02-10 09:00:00+01:00;;71.41;543.78;307.33;114.7;511.2;312.32;64.26;475.84;268.82;232.36;0.26;899.51
2017-02-10 09:15:00+01:00;;68.56;539.13;303.56;109.61;504.57;306.45;59.18;471.23;264.04;214.18;0.24;899.51
2017-02-10 09:30:00+01:00;;65.71;534.47;299.78;104.53;497.93;300.58;54.1;466.61;259.25;197.97;0.22;899.51
2017-02-10 09:45:00+01:00;;62.86;529.82;296.0;99.43;491.3;294.71;49.02;461.99;254.47;204.43;0.23;899.51
2017-02-10 10:00:00+01:00;;60.21;525.72;292.6;91.95;484.29;287.43;42.59;454.66;247.64;203.21;0.23;899.51
2017-02-10 10:15:00+01:00;;57.76;522.17;289.57;82.07;476.93;278.72;34.81;444.63;238.76;179.27;0.2;899.51
2017-02-10 10:30:00+01:00;;55.31;518.62;286.54;72.19;469.56;270.02;27.03;434.61;229.89;163.33;0.18;899.51
2017-02-10 10:45:00+01:00;;52.86;515.08;283.52;62.3;462.19;261.32;19.25;424.58;221.01;165.44;0.18;899.51
2017-02-10 11:00:00+01:00;;51.01;512.8;281.44;51.61;454.59;252.11;35.5;287.87;160.37;142.18;0.16;899.51
2017-02-10 11:15:00+01:00;;49.74;511.82;280.32;40.1;446.76;242.38;32.6;275.83;153.0;131.89;0.15;899.51
2017-02-10 11:30:00+01:00;;48.48;510.83;279.19;28.59;438.94;232.64;29.7;263.8;145.64;134.53;0.15;899.51
2017-02-10 11:45:00+01:00;;47.21;509.85;278.07;17.08;431.11;222.92;26.8;251.76;138.27;136.5;0.15;899.51
2017-02-10 12:00:00+01:00;;46.93;510.85;278.45;11.39;418.31;213.71;24.97;241.07;132.07;136.34;0.15;899.51
2017-02-10 12:15:00+01:00;;47.65;513.84;280.35;11.52;400.54;205.02;24.22;231.72;127.05;135.55;0.15;899.51
2017-02-10 12:30:00+01:00;;48.36;516.83;282.24;11.64;382.78;196.34;23.47;222.37;122.02;133.45;0.15;899.51
2017-02-10 12:45:00+01:00;;49.07;519.83;284.14;11.77;365.01;187.65;22.72;213.02;116.99;126.38;0.14;899.51
2017-02-10 13:00:00+01:00;;51.22;525.04;287.88;12.83;348.75;180.08;22.32;205.2;112.89;122.99;0.14;899.51
2017-02-10 13:15:00+01:00;;54.82;532.48;293.46;14.82;334.0;173.62;22.25;198.9;109.73;124.53;0.14;899.51
2017-02-10 13:30:00+01:00;;58.42;539.92;299.05;16.82;319.24;167.16;22.19;192.6;106.56;134.59;0.15;899.51
2017-02-10 13:45:00+01:00;;62.02;547.37;304.63;18.81;304.49;160.7;22.13;186.3;103.4;148.65;0.17;899.51
2017-02-10 14:00:00+01:00;;66.67;556.48;311.55;19.65;292.95;155.24;21.04;181.44;100.44;143.3;0.16;899.51
2017-02-10 14:15:00+01:00;;72.39;567.25;319.8;19.34;284.62;150.76;18.92;178.03;97.7;129.37;0.14;899.51
2017-02-10 14:30:00+01:00;;78.1;578.02;328.05;19.03;276.29;146.28;16.8;174.63;94.96;126.76;0.14;899.51
2017-02-10 14:45:00+01:00;;83.81;588.8;336.3;18.72;267.96;141.8;14.68;171.22;92.21;123.24;0.14;899.51
2017-02-10 15:00:00+01:00;;90.01;600.32;345.17;18.12;260.59;137.74;12.43;167.54;89.1;109.37;0.12;899.51
2017-02-10 15:15:00+01:00;;96.69;612.6;354.65;17.22;254.21;134.09;10.06;163.57;85.62;101.28;0.11;899.51
2017-02-10 15:30:00+01:00;;103.37;624.88;364.13;16.32;247.82;130.44;7.69;159.61;82.14;86.97;0.1;899.51
2017-02-10 15:45:00+01:00;;110.05;637.16;373.61;15.42;241.44;126.8;5.31;155.65;78.66;87.57;0.1;899.51
2017-02-10 16:00:00+01:00;;116.69;649.28;382.99;14.08;236.95;123.76;19.72;170.33;94.47;90.37;0.1;899.51
2017-02-10 16:15:00+01:00;;123.28;661.26;392.27;12.31;234.36;121.34;16.64;164.72;90.03;82.77;0.09;899.51
2017-02-10 16:30:00+01:00;;129.86;673.24;401.55;10.53;231.77;118.91;13.55;159.11;85.59;80.31;0.09;899.51
2017-02-10 16:45:00+01:00;;136.45;685.22;410.83;8.76;229.18;116.49;10.46;153.5;81.15;82.99;0.09;899.51
2017-02-10 17:00:00+01:00;;142.46;696.14;419.3;6.89;227.35;113.86;8.29;148.51;77.45;77.29;0.09;899.51
2017-02-10 17:15:00+01:00;;147.9;706.01;426.95;4.92;226.3;111.04;7.02;144.13;74.49;68.3;0.08;899.51
2017-02-10 17:30:00+01:00;;153.34;715.87;434.6;2.95;225.23;108.21;5.76;139.75;71.52;69.41;0.08;899.51
2017-02-10 17:45:00+01:00;;158.78;725.74;442.26;0.98;224.17;105.39;4.49;135.37;68.56;66.83;0.07;899.51
2017-02-10 18:00:00+01:00;;163.11;733.26;448.39;0.0;222.94;102.56;3.39;131.59;65.96;56.36;0.06;899.51
2017-02-10 18:15:00+01:00;;166.35;738.42;453.0;0.0;221.52;99.73;2.44;128.38;63.74;50.93;0.06;899.51
2017-02-10 18:30:00+01:00;;169.59;743.58;457.61;0.0;220.11;96.91;1.49;125.18;61.52;52.15;0.06;899.51
2017-02-10 18:45:00+01:00;;172.84;748.74;462.22;0.0;218.7;94.08;0.55;121.97;59.3;46.62;0.05;899.51
2017-02-10 19:00:00+01:00;;174.61;751.62;464.81;0.0;214.23;90.79;0.07;119.25;57.35;41.35;0.05;899.51
2017-02-10 19:15:00+01:00;;174.92;752.22;465.4;0.0;206.71;87.02;0.06;117.02;55.68;38.04;0.04;899.51
2017-02-10 19:30:00+01:00;;175.23;752.82;465.98;0.0;199.19;83.25;0.06;114.78;54.0;36.12;0.04;899.51
2017-02-10 19:45:00+01:00;;175.54;753.42;466.56;0.0;191.67;79.49;0.05;112.56;52.33;31.87;0.04;899.51
2017-02-10 20:00:00+01:00;;174.69;752.46;465.55;0.0;184.11;75.44;0.04;111.0;51.02;31.66;0.04;899.51
2017-02-10 20:15:00+01:00;;172.67;749.96;462.93;0.0;176.52;71.12;0.04;110.11;50.07;27.12;0.03;899.51
2017-02-10 20:30:00+01:00;;170.65;747.45;460.32;0.0;168.93;66.8;0.04;109.23;49.12;27.59;0.03;899.51
2017-02-10 20:45:00+01:00;;168.64;744.94;457.71;0.0;161.34;62.48;0.04;108.34;48.16;36.19;0.04;899.51
2017-02-10 21:00:00+01:00;;165.93;741.05;454.14;0.0;154.71;58.77;0.0;88.0;33.64;46.11;0.05;899.51
2017-02-10 21:15:00+01:00;;162.54;735.78;449.63;0.0;149.03;55.69;0.0;88.11;33.48;45.82;0.05;899.51
2017-02-10 21:30:00+01:00;;159.15;730.52;445.11;0.0;143.36;52.61;0.0;88.22;33.33;48.1;0.05;899.51
2017-02-10 21:45:00+01:00;;155.76;725.25;440.6;0.0;137.68;49.52;0.0;88.34;33.17;57.11;0.06;899.51
2017-02-10 22:00:00+01:00;;152.14;719.38;435.76;0.0;133.18;47.32;0.02;88.05;32.71;57.84;0.06;899.51
2017-02-10 22:15:00+01:00;;148.3;712.9;430.6;0.0;129.84;45.99;0.05;87.35;31.93;53.05;0.06;899.51
2017-02-10 22:30:00+01:00;;144.46;706.42;425.44;0.0;126.5;44.67;0.09;86.66;31.16;43.96;0.05;899.51
2017-02-10 22:45:00+01:00;;140.62;699.94;420.28;0.0;123.16;43.35;0.12;85.96;30.38;34.13;0.04;899.51
2017-02-10 23:00:00+01:00;;137.02;693.83;415.42;0.0;120.98;42.34;0.15;85.24;29.68;36.6;0.04;899.51
2017-02-10 23:15:00+01:00;;133.65;688.06;410.86;0.0;119.96;41.65;0.17;84.49;29.06;43.18;0.05;899.51
2017-02-10 23:30:00+01:00;;130.28;682.31;406.3;0.0;118.94;40.95;0.19;83.75;28.42;28.0;0.03;899.51
2017-02-10 23:45:00+01:00;;126.92;676.54;401.73;0.0;117.92;40.26;0.2;83.0;27.8;24.99;0.03;899.51
2017-02-11 00:00:00+01:00;;45.25;472.46;258.76;0.0;74.66;27.5;0.22;83.46;27.84;23.03;0.03;899.51
2017-02-11 00:15:00+01:00;;43.1;468.49;255.66;0.0;75.17;27.67;0.25;85.12;28.57;27.62;0.03;899.51
2017-02-11 00:30:00+01:00;;40.96;464.52;252.56;0.0;75.68;27.85;0.27;86.79;29.29;33.97;0.04;899.51
2017-02-11 00:45:00+01:00;;38.81;460.55;249.46;0.0;76.19;28.03;0.3;88.45;30.01;34.53;0.04;899.51
2017-02-11 01:00:00+01:00;;37.81;458.38;247.85;0.0;78.22;28.81;0.32;91.79;31.53;35.55;0.04;899.51
2017-02-11 01:15:00+01:00;;37.95;458.01;247.73;0.0;81.77;30.22;0.33;96.8;33.85;34.71;0.04;899.51
2017-02-11 01:30:00+01:00;;38.09;457.64;247.61;0.0;85.31;31.62;0.34;101.81;36.17;40.69;0.05;899.51
2017-02-11 01:45:00+01:00;;38.24;457.27;247.5;0.0;88.86;33.02;0.36;106.82;38.49;50.43;0.06;899.51
2017-02-11 02:00:00+01:00;;39.17;458.45;248.56;0.01;93.71;35.22;0.35;113.13;41.0;62.67;0.07;899.51
2017-02-11 02:15:00+01:00;;40.88;461.2;250.8;0.04;99.87;38.2;0.31;120.76;43.7;64.06;0.07;899.51
2017-02-11 02:30:00+01:00;;42.6;463.94;253.04;0.07;106.02;41.19;0.26;128.39;46.4;61.19;0.07;899.51
2017-02-11 02:45:00+01:00;;44.32;466.68;255.28;0.1;112.18;44.17;0.22;136.02;49.09;59.6;0.07;899.51
2017-02-11 03:00:00+01:00;;46.47;470.33;258.2;0.13;119.73;47.58;0.23;143.64;52.59;54.64;0.06;899.51
2017-02-11 03:15:00+01:00;;49.05;474.87;261.79;0.16;128.65;51.42;0.27;151.26;56.87;53.07;0.06;899.51
2017-02-11 03:30:00+01:00;;51.63;479.42;265.37;0.19;137.58;55.25;0.32;158.87;61.15;49.96;0.06;899.51
2017-02-11 03:45:00+01:00;;54.21;483.97;268.95;0.22;146.5;59.08;0.36;166.49;65.44;52.17;0.06;899.51
2017-02-11 04:00:00+01:00;;56.88;488.75;272.7;0.27;154.78;62.79;0.42;174.89;70.08;59.01;0.07;899.51
2017-02-11 04:15:00+01:00;;59.63;493.78;276.61;0.33;162.42;66.37;0.47;184.08;75.08;68.86;0.08;899.51
2017-02-11 04:30:00+01:00;;62.38;498.81;280.52;0.39;170.05;69.96;0.53;193.27;80.07;85.45;0.09;899.51
2017-02-11 04:45:00+01:00;;65.13;503.84;284.43;0.45;177.69;73.54;0.59;202.46;85.08;99.64;0.11;899.51
2017-02-11 05:00:00+01:00;;67.58;508.47;287.98;0.49;186.17;77.97;0.69;213.27;90.83;106.71;0.12;899.51
2017-02-11 05:15:00+01:00;;69.75;512.71;291.19;0.49;195.51;83.24;0.81;225.71;97.33;104.81;0.12;899.51
2017-02-11 05:30:00+01:00;;71.92;516.94;294.39;0.49;204.85;88.51;0.94;238.16;103.84;99.05;0.11;899.51
2017-02-11 05:45:00+01:00;;74.1;521.18;297.6;0.5;214.19;93.78;1.07;250.6;110.35;92.71;0.1;899.51
2017-02-11 06:00:00+01:00;;75.57;524.39;299.94;0.54;223.64;99.44;1.15;330.18;156.0;97.89;0.11;899.51
2017-02-11 06:15:00+01:00;;76.37;526.56;301.42;0.63;233.19;105.49;1.58;348.02;167.17;97.91;0.11;899.51
2017-02-11 06:30:00+01:00;;77.16;528.72;302.9;0.72;242.75;111.54;2.02;365.86;178.34;100.76;0.11;899.51
2017-02-11 06:45:00+01:00;;77.96;530.89;304.38;0.81;252.31;117.59;2.46;383.71;189.51;108.96;0.12;899.51
2017-02-11 07:00:00+01:00;;77.82;531.59;304.64;0.82;261.02;123.09;5.92;400.91;201.05;102.09;0.11;899.51
2017-02-11 07:15:00+01:00;;76.74;530.83;303.7;0.76;268.89;128.03;12.39;417.49;212.96;91.13;0.1;899.51
2017-02-11 07:30:00+01:00;;75.66;530.06;302.76;0.7;276.76;132.96;18.87;434.06;224.87;92.14;0.1;899.51
2017-02-11 07:45:00+01:00;;74.59;529.29;301.82;0.63;284.63;137.9;25.35;450.63;236.78;95.63;0.11;899.51
2017-02-11 08:00:00+01:00;;72.85;527.47;300.01;2.3;290.35;142.47;34.23;466.03;249.16;98.39;0.11;899.51
2017-02-11 08:15:00+01:00;;70.46;524.59;297.32;5.68;293.92;146.67;45.53;480.25;262.02;109.53;0.12;899.51
2017-02-11 08:30:00+01:00;;68.07;521.7;294.63;9.07;297.49;150.86;56.82;494.48;274.87;127.93;0.14;899.51
2017-02-11 08:45:00+01:00;;65.68;518.82;291.94;12.46;301.06;155.05;68.12;508.7;287.72;131.05;0.15;899.51
2017-02-11 09:00:00+01:00;;63.01;515.49;288.87;16.2;303.15;158.29;81.3;519.96;300.01;139.74;0.16;899.51
2017-02-11 09:15:00+01:00;;60.05;511.72;285.44;20.28;303.76;160.56;96.37;528.24;311.71;136.27;0.15;899.51
2017-02-11 09:30:00+01:00;;57.09;507.94;282.01;24.36;304.36;162.82;111.44;536.53;323.42;130.36;0.14;899.51
2017-02-11 09:45:00+01:00;;54.14;504.17;278.57;28.44;304.97;165.09;126.5;544.82;335.13;128.15;0.14;899.51
2017-02-11 10:00:00+01:00;;51.26;500.56;275.27;31.28;305.65;166.78;138.21;551.6;344.39;132.98;0.15;899.51
2017-02-11 10:15:00+01:00;;48.48;497.11;272.09;32.86;306.42;167.9;146.54;556.87;351.19;132.65;0.15;899.51
2017-02-11 10:30:00+01:00;;45.7;493.66;268.91;34.45;307.18;169.02;154.88;562.13;358.0;142.22;0.16;899.51
2017-02-11 10:45:00+01:00;;42.92;490.21;265.73;36.03;307.94;170.14;163.22;567.4;364.81;138.69;0.15;899.51
2017-02-11 11:00:00+01:00;;40.61;487.52;263.18;36.84;311.65;172.37;6.09;419.4;202.67;161.23;0.18;899.51
2017-02-11 11:15:00+01:00;;38.78;485.58;261.25;36.86;318.33;175.71;7.68;424.01;208.09;190.84;0.21;899.51
2017-02-11 11:30:00+01:00;;36.94;483.64;259.33;36.88;324.99;179.06;9.28;428.63;213.52;229.83;0.26;899.51
2017-02-11 11:45:00+01:00;;35.1;481.69;257.4;36.91;331.66;182.4;10.87;433.24;218.95;299.35;0.33;899.51
2017-02-11 12:00:00+01:00;;34.09;481.15;256.6;36.96;339.12;186.26;13.08;434.87;222.13;288.48;0.32;899.51
2017-02-11 12:15:00+01:00;;33.9;481.99;256.92;37.05;347.36;190.63;15.91;433.52;223.07;268.79;0.3;899.51
2017-02-11 12:30:00+01:00;;33.71;482.84;257.24;37.13;355.6;195.0;18.73;432.16;224.01;246.02;0.27;899.51
2017-02-11 12:45:00+01:00;;33.51;483.68;257.56;37.22;363.84;199.38;21.56;430.81;224.95;216.54;0.24;899.51
2017-02-11 13:00:00+01:00;;34.46;486.24;259.35;40.05;373.52;205.79;22.23;422.11;221.04;190.79;0.21;899.51
2017-02-11 13:15:00+01:00;;36.55;490.53;262.59;45.63;384.64;214.24;20.73;406.08;212.28;156.01;0.17;899.51
2017-02-11 13:30:00+01:00;;38.64;494.82;265.84;51.2;395.77;222.68;19.24;390.04;203.53;136.82;0.15;899.51
2017-02-11 13:45:00+01:00;;40.72;499.11;269.08;56.78;406.9;231.13;17.74;374.01;194.77;121.01;0.13;899.51
